"Absolute path" "Relative path" Class
C:\Users\User\ptm-4\dataset\bad_0034.txt ..\dataset\bad_0034.txt bad
C:\Users\User\ptm-4\dataset\bad_0035.txt ..\dataset\bad_0035.txt bad
C:\Users\User\ptm-4\dataset\bad_0036.txt ..\dataset\bad_0036.txt bad
C:\Users\User\ptm-4\dataset\bad_0037.txt ..\dataset\bad_0037.txt bad
C:\Users\User\ptm-4\dataset\bad_0038.txt ..\dataset\bad_0038.txt bad
C:\Users\User\ptm-4\dataset\bad_0039.txt ..\dataset\bad_0039.txt bad
C:\Users\User\ptm-4\dataset\bad_0040.txt ..\dataset\bad_0040.txt bad
C:\Users\User\ptm-4\dataset\bad_0041.txt ..\dataset\bad_0041.txt bad
C:\Users\User\ptm-4\dataset\bad_0042.txt ..\dataset\bad_0042.txt bad
C:\Users\User\ptm-4\dataset\bad_0043.txt ..\dataset\bad_0043.txt bad
C:\Users\User\ptm-4\dataset\bad_0044.txt ..\dataset\bad_0044.txt bad
C:\Users\User\ptm-4\dataset\bad_0045.txt ..\dataset\bad_0045.txt bad
C:\Users\User\ptm-4\dataset\bad_0046.txt ..\dataset\bad_0046.txt bad
C:\Users\User\ptm-4\dataset\bad_0047.txt ..\dataset\bad_0047.txt bad
C:\Users\User\ptm-4\dataset\bad_0048.txt ..\dataset\bad_0048.txt bad
C:\Users\User\ptm-4\dataset\bad_0049.txt ..\dataset\bad_0049.txt bad
C:\Users\User\ptm-4\dataset\bad_0050.txt ..\dataset\bad_0050.txt bad
C:\Users\User\ptm-4\dataset\bad_0051.txt ..\dataset\bad_0051.txt bad
C:\Users\User\ptm-4\dataset\bad_0052.txt ..\dataset\bad_0052.txt bad
C:\Users\User\ptm-4\dataset\bad_0053.txt ..\dataset\bad_0053.txt bad
C:\Users\User\ptm-4\dataset\bad_0054.txt ..\dataset\bad_0054.txt bad
C:\Users\User\ptm-4\dataset\bad_0055.txt ..\dataset\bad_0055.txt bad
C:\Users\User\ptm-4\dataset\bad_0056.txt ..\dataset\bad_0056.txt bad
C:\Users\User\ptm-4\dataset\bad_0057.txt ..\dataset\bad_0057.txt bad
C:\Users\User\ptm-4\dataset\bad_0058.txt ..\dataset\bad_0058.txt bad
C:\Users\User\ptm-4\dataset\bad_0059.txt ..\dataset\bad_0059.txt bad
C:\Users\User\ptm-4\dataset\bad_0060.txt ..\dataset\bad_0060.txt bad
C:\Users\User\ptm-4\dataset\bad_0061.txt ..\dataset\bad_0061.txt bad
C:\Users\User\ptm-4\dataset\bad_0062.txt ..\dataset\bad_0062.txt bad
C:\Users\User\ptm-4\dataset\bad_0063.txt ..\dataset\bad_0063.txt bad
C:\Users\User\ptm-4\dataset\bad_0064.txt ..\dataset\bad_0064.txt bad
C:\Users\User\ptm-4\dataset\bad_0065.txt ..\dataset\bad_0065.txt bad
C:\Users\User\ptm-4\dataset\bad_0066.txt ..\dataset\bad_0066.txt bad
C:\Users\User\ptm-4\dataset\bad_0067.txt ..\dataset\bad_0067.txt bad
C:\Users\User\ptm-4\dataset\bad_0068.txt ..\dataset\bad_0068.txt bad
C:\Users\User\ptm-4\dataset\bad_0069.txt ..\dataset\bad_0069.txt bad
C:\Users\User\ptm-4\dataset\bad_0070.txt ..\dataset\bad_0070.txt bad
C:\Users\User\ptm-4\dataset\bad_0071.txt ..\dataset\bad_0071.txt bad
C:\Users\User\ptm-4\dataset\bad_0072.txt ..\dataset\bad_0072.txt bad
C:\Users\User\ptm-4\dataset\bad_0073.txt ..\dataset\bad_0073.txt bad
C:\Users\User\ptm-4\dataset\bad_0074.txt ..\dataset\bad_0074.txt bad
C:\Users\User\ptm-4\dataset\bad_0075.txt ..\dataset\bad_0075.txt bad
C:\Users\User\ptm-4\dataset\bad_0076.txt ..\dataset\bad_0076.txt bad
C:\Users\User\ptm-4\dataset\bad_0077.txt ..\dataset\bad_0077.txt bad
C:\Users\User\ptm-4\dataset\bad_0078.txt ..\dataset\bad_0078.txt bad
C:\Users\User\ptm-4\dataset\bad_0079.txt ..\dataset\bad_0079.txt bad
C:\Users\User\ptm-4\dataset\bad_0080.txt ..\dataset\bad_0080.txt bad
C:\Users\User\ptm-4\dataset\bad_0081.txt ..\dataset\bad_0081.txt bad
C:\Users\User\ptm-4\dataset\bad_0082.txt ..\dataset\bad_0082.txt bad
C:\Users\User\ptm-4\dataset\bad_0083.txt ..\dataset\bad_0083.txt bad
C:\Users\User\ptm-4\dataset\bad_0084.txt ..\dataset\bad_0084.txt bad
C:\Users\User\ptm-4\dataset\bad_0085.txt ..\dataset\bad_0085.txt bad
C:\Users\User\ptm-4\dataset\bad_0086.txt ..\dataset\bad_0086.txt bad
C:\Users\User\ptm-4\dataset\bad_0087.txt ..\dataset\bad_0087.txt bad
C:\Users\User\ptm-4\dataset\bad_0088.txt ..\dataset\bad_0088.txt bad
C:\Users\User\ptm-4\dataset\bad_0089.txt ..\dataset\bad_0089.txt bad
C:\Users\User\ptm-4\dataset\bad_0090.txt ..\dataset\bad_0090.txt bad
C:\Users\User\ptm-4\dataset\bad_0091.txt ..\dataset\bad_0091.txt bad
C:\Users\User\ptm-4\dataset\bad_0092.txt ..\dataset\bad_0092.txt bad
C:\Users\User\ptm-4\dataset\bad_0093.txt ..\dataset\bad_0093.txt bad
C:\Users\User\ptm-4\dataset\bad_0094.txt ..\dataset\bad_0094.txt bad
C:\Users\User\ptm-4\dataset\bad_0095.txt ..\dataset\bad_0095.txt bad
C:\Users\User\ptm-4\dataset\bad_0096.txt ..\dataset\bad_0096.txt bad
C:\Users\User\ptm-4\dataset\bad_0097.txt ..\dataset\bad_0097.txt bad
C:\Users\User\ptm-4\dataset\bad_0098.txt ..\dataset\bad_0098.txt bad
C:\Users\User\ptm-4\dataset\bad_0099.txt ..\dataset\bad_0099.txt bad
C:\Users\User\ptm-4\dataset\bad_0100.txt ..\dataset\bad_0100.txt bad
C:\Users\User\ptm-4\dataset\bad_0101.txt ..\dataset\bad_0101.txt bad
C:\Users\User\ptm-4\dataset\bad_0102.txt ..\dataset\bad_0102.txt bad
C:\Users\User\ptm-4\dataset\bad_0103.txt ..\dataset\bad_0103.txt bad
C:\Users\User\ptm-4\dataset\bad_0104.txt ..\dataset\bad_0104.txt bad
C:\Users\User\ptm-4\dataset\bad_0105.txt ..\dataset\bad_0105.txt bad
C:\Users\User\ptm-4\dataset\bad_0106.txt ..\dataset\bad_0106.txt bad
C:\Users\User\ptm-4\dataset\bad_0107.txt ..\dataset\bad_0107.txt bad
C:\Users\User\ptm-4\dataset\bad_0108.txt ..\dataset\bad_0108.txt bad
C:\Users\User\ptm-4\dataset\bad_0109.txt ..\dataset\bad_0109.txt bad
C:\Users\User\ptm-4\dataset\bad_0110.txt ..\dataset\bad_0110.txt bad
C:\Users\User\ptm-4\dataset\bad_0111.txt ..\dataset\bad_0111.txt bad
C:\Users\User\ptm-4\dataset\bad_0112.txt ..\dataset\bad_0112.txt bad
C:\Users\User\ptm-4\dataset\bad_0113.txt ..\dataset\bad_0113.txt bad
C:\Users\User\ptm-4\dataset\bad_0114.txt ..\dataset\bad_0114.txt bad
C:\Users\User\ptm-4\dataset\bad_0115.txt ..\dataset\bad_0115.txt bad
C:\Users\User\ptm-4\dataset\bad_0116.txt ..\dataset\bad_0116.txt bad
C:\Users\User\ptm-4\dataset\bad_0117.txt ..\dataset\bad_0117.txt bad
C:\Users\User\ptm-4\dataset\bad_0118.txt ..\dataset\bad_0118.txt bad
C:\Users\User\ptm-4\dataset\bad_0119.txt ..\dataset\bad_0119.txt bad
C:\Users\User\ptm-4\dataset\bad_0120.txt ..\dataset\bad_0120.txt bad
C:\Users\User\ptm-4\dataset\bad_0121.txt ..\dataset\bad_0121.txt bad
C:\Users\User\ptm-4\dataset\bad_0122.txt ..\dataset\bad_0122.txt bad
C:\Users\User\ptm-4\dataset\bad_0123.txt ..\dataset\bad_0123.txt bad
C:\Users\User\ptm-4\dataset\bad_0124.txt ..\dataset\bad_0124.txt bad
C:\Users\User\ptm-4\dataset\bad_0125.txt ..\dataset\bad_0125.txt bad
C:\Users\User\ptm-4\dataset\bad_0126.txt ..\dataset\bad_0126.txt bad
C:\Users\User\ptm-4\dataset\bad_0127.txt ..\dataset\bad_0127.txt bad
C:\Users\User\ptm-4\dataset\bad_0128.txt ..\dataset\bad_0128.txt bad
C:\Users\User\ptm-4\dataset\bad_0129.txt ..\dataset\bad_0129.txt bad
C:\Users\User\ptm-4\dataset\bad_0130.txt ..\dataset\bad_0130.txt bad
C:\Users\User\ptm-4\dataset\bad_0131.txt ..\dataset\bad_0131.txt bad
C:\Users\User\ptm-4\dataset\bad_0132.txt ..\dataset\bad_0132.txt bad
C:\Users\User\ptm-4\dataset\bad_0133.txt ..\dataset\bad_0133.txt bad
C:\Users\User\ptm-4\dataset\bad_0134.txt ..\dataset\bad_0134.txt bad
C:\Users\User\ptm-4\dataset\bad_0135.txt ..\dataset\bad_0135.txt bad
C:\Users\User\ptm-4\dataset\bad_0136.txt ..\dataset\bad_0136.txt bad
C:\Users\User\ptm-4\dataset\bad_0137.txt ..\dataset\bad_0137.txt bad
C:\Users\User\ptm-4\dataset\bad_0138.txt ..\dataset\bad_0138.txt bad
C:\Users\User\ptm-4\dataset\bad_0139.txt ..\dataset\bad_0139.txt bad
C:\Users\User\ptm-4\dataset\bad_0140.txt ..\dataset\bad_0140.txt bad
C:\Users\User\ptm-4\dataset\bad_0141.txt ..\dataset\bad_0141.txt bad
C:\Users\User\ptm-4\dataset\bad_0142.txt ..\dataset\bad_0142.txt bad
C:\Users\User\ptm-4\dataset\bad_0143.txt ..\dataset\bad_0143.txt bad
C:\Users\User\ptm-4\dataset\bad_0144.txt ..\dataset\bad_0144.txt bad
C:\Users\User\ptm-4\dataset\bad_0145.txt ..\dataset\bad_0145.txt bad
C:\Users\User\ptm-4\dataset\bad_0146.txt ..\dataset\bad_0146.txt bad
C:\Users\User\ptm-4\dataset\bad_0147.txt ..\dataset\bad_0147.txt bad
C:\Users\User\ptm-4\dataset\bad_0148.txt ..\dataset\bad_0148.txt bad
C:\Users\User\ptm-4\dataset\bad_0149.txt ..\dataset\bad_0149.txt bad
C:\Users\User\ptm-4\dataset\bad_0150.txt ..\dataset\bad_0150.txt bad
C:\Users\User\ptm-4\dataset\bad_0151.txt ..\dataset\bad_0151.txt bad
C:\Users\User\ptm-4\dataset\bad_0152.txt ..\dataset\bad_0152.txt bad
C:\Users\User\ptm-4\dataset\bad_0153.txt ..\dataset\bad_0153.txt bad
C:\Users\User\ptm-4\dataset\bad_0154.txt ..\dataset\bad_0154.txt bad
C:\Users\User\ptm-4\dataset\bad_0155.txt ..\dataset\bad_0155.txt bad
C:\Users\User\ptm-4\dataset\bad_0156.txt ..\dataset\bad_0156.txt bad
C:\Users\User\ptm-4\dataset\bad_0157.txt ..\dataset\bad_0157.txt bad
C:\Users\User\ptm-4\dataset\bad_0158.txt ..\dataset\bad_0158.txt bad
C:\Users\User\ptm-4\dataset\bad_0159.txt ..\dataset\bad_0159.txt bad
C:\Users\User\ptm-4\dataset\bad_0160.txt ..\dataset\bad_0160.txt bad
C:\Users\User\ptm-4\dataset\bad_0161.txt ..\dataset\bad_0161.txt bad
C:\Users\User\ptm-4\dataset\bad_0162.txt ..\dataset\bad_0162.txt bad
C:\Users\User\ptm-4\dataset\bad_0163.txt ..\dataset\bad_0163.txt bad
C:\Users\User\ptm-4\dataset\bad_0164.txt ..\dataset\bad_0164.txt bad
C:\Users\User\ptm-4\dataset\bad_0165.txt ..\dataset\bad_0165.txt bad
C:\Users\User\ptm-4\dataset\bad_0166.txt ..\dataset\bad_0166.txt bad
C:\Users\User\ptm-4\dataset\bad_0167.txt ..\dataset\bad_0167.txt bad
C:\Users\User\ptm-4\dataset\bad_0168.txt ..\dataset\bad_0168.txt bad
C:\Users\User\ptm-4\dataset\bad_0169.txt ..\dataset\bad_0169.txt bad
C:\Users\User\ptm-4\dataset\bad_0170.txt ..\dataset\bad_0170.txt bad
C:\Users\User\ptm-4\dataset\bad_0171.txt ..\dataset\bad_0171.txt bad
C:\Users\User\ptm-4\dataset\bad_0172.txt ..\dataset\bad_0172.txt bad
C:\Users\User\ptm-4\dataset\bad_0173.txt ..\dataset\bad_0173.txt bad
C:\Users\User\ptm-4\dataset\bad_0174.txt ..\dataset\bad_0174.txt bad
C:\Users\User\ptm-4\dataset\bad_0175.txt ..\dataset\bad_0175.txt bad
C:\Users\User\ptm-4\dataset\bad_0176.txt ..\dataset\bad_0176.txt bad
C:\Users\User\ptm-4\dataset\bad_0177.txt ..\dataset\bad_0177.txt bad
C:\Users\User\ptm-4\dataset\bad_0178.txt ..\dataset\bad_0178.txt bad
C:\Users\User\ptm-4\dataset\bad_0179.txt ..\dataset\bad_0179.txt bad
C:\Users\User\ptm-4\dataset\bad_0180.txt ..\dataset\bad_0180.txt bad
C:\Users\User\ptm-4\dataset\bad_0181.txt ..\dataset\bad_0181.txt bad
C:\Users\User\ptm-4\dataset\bad_0182.txt ..\dataset\bad_0182.txt bad
C:\Users\User\ptm-4\dataset\bad_0183.txt ..\dataset\bad_0183.txt bad
C:\Users\User\ptm-4\dataset\bad_0184.txt ..\dataset\bad_0184.txt bad
C:\Users\User\ptm-4\dataset\bad_0185.txt ..\dataset\bad_0185.txt bad
C:\Users\User\ptm-4\dataset\bad_0186.txt ..\dataset\bad_0186.txt bad
C:\Users\User\ptm-4\dataset\bad_0187.txt ..\dataset\bad_0187.txt bad
C:\Users\User\ptm-4\dataset\bad_0188.txt ..\dataset\bad_0188.txt bad
C:\Users\User\ptm-4\dataset\bad_0189.txt ..\dataset\bad_0189.txt bad
C:\Users\User\ptm-4\dataset\bad_0190.txt ..\dataset\bad_0190.txt bad
C:\Users\User\ptm-4\dataset\bad_0191.txt ..\dataset\bad_0191.txt bad
C:\Users\User\ptm-4\dataset\bad_0192.txt ..\dataset\bad_0192.txt bad
C:\Users\User\ptm-4\dataset\bad_0193.txt ..\dataset\bad_0193.txt bad
C:\Users\User\ptm-4\dataset\bad_0194.txt ..\dataset\bad_0194.txt bad
C:\Users\User\ptm-4\dataset\bad_0195.txt ..\dataset\bad_0195.txt bad
C:\Users\User\ptm-4\dataset\bad_0196.txt ..\dataset\bad_0196.txt bad
C:\Users\User\ptm-4\dataset\bad_0197.txt ..\dataset\bad_0197.txt bad
C:\Users\User\ptm-4\dataset\bad_0198.txt ..\dataset\bad_0198.txt bad
C:\Users\User\ptm-4\dataset\bad_0199.txt ..\dataset\bad_0199.txt bad
C:\Users\User\ptm-4\dataset\bad_0200.txt ..\dataset\bad_0200.txt bad
C:\Users\User\ptm-4\dataset\bad_0201.txt ..\dataset\bad_0201.txt bad
C:\Users\User\ptm-4\dataset\bad_0202.txt ..\dataset\bad_0202.txt bad
C:\Users\User\ptm-4\dataset\bad_0203.txt ..\dataset\bad_0203.txt bad
C:\Users\User\ptm-4\dataset\bad_0204.txt ..\dataset\bad_0204.txt bad
C:\Users\User\ptm-4\dataset\bad_0205.txt ..\dataset\bad_0205.txt bad
C:\Users\User\ptm-4\dataset\bad_0206.txt ..\dataset\bad_0206.txt bad
C:\Users\User\ptm-4\dataset\bad_0207.txt ..\dataset\bad_0207.txt bad
C:\Users\User\ptm-4\dataset\bad_0208.txt ..\dataset\bad_0208.txt bad
C:\Users\User\ptm-4\dataset\bad_0209.txt ..\dataset\bad_0209.txt bad
C:\Users\User\ptm-4\dataset\bad_0210.txt ..\dataset\bad_0210.txt bad
C:\Users\User\ptm-4\dataset\bad_0211.txt ..\dataset\bad_0211.txt bad
C:\Users\User\ptm-4\dataset\bad_0212.txt ..\dataset\bad_0212.txt bad
C:\Users\User\ptm-4\dataset\bad_0213.txt ..\dataset\bad_0213.txt bad
C:\Users\User\ptm-4\dataset\bad_0214.txt ..\dataset\bad_0214.txt bad
C:\Users\User\ptm-4\dataset\bad_0215.txt ..\dataset\bad_0215.txt bad
C:\Users\User\ptm-4\dataset\bad_0216.txt ..\dataset\bad_0216.txt bad
C:\Users\User\ptm-4\dataset\bad_0217.txt ..\dataset\bad_0217.txt bad
C:\Users\User\ptm-4\dataset\bad_0218.txt ..\dataset\bad_0218.txt bad
C:\Users\User\ptm-4\dataset\bad_0219.txt ..\dataset\bad_0219.txt bad
C:\Users\User\ptm-4\dataset\bad_0220.txt ..\dataset\bad_0220.txt bad
C:\Users\User\ptm-4\dataset\bad_0221.txt ..\dataset\bad_0221.txt bad
C:\Users\User\ptm-4\dataset\bad_0222.txt ..\dataset\bad_0222.txt bad
C:\Users\User\ptm-4\dataset\bad_0223.txt ..\dataset\bad_0223.txt bad
C:\Users\User\ptm-4\dataset\bad_0224.txt ..\dataset\bad_0224.txt bad
C:\Users\User\ptm-4\dataset\bad_0225.txt ..\dataset\bad_0225.txt bad
C:\Users\User\ptm-4\dataset\bad_0226.txt ..\dataset\bad_0226.txt bad
C:\Users\User\ptm-4\dataset\bad_0227.txt ..\dataset\bad_0227.txt bad
C:\Users\User\ptm-4\dataset\bad_0228.txt ..\dataset\bad_0228.txt bad
C:\Users\User\ptm-4\dataset\bad_0229.txt ..\dataset\bad_0229.txt bad
C:\Users\User\ptm-4\dataset\bad_0230.txt ..\dataset\bad_0230.txt bad
C:\Users\User\ptm-4\dataset\bad_0231.txt ..\dataset\bad_0231.txt bad
C:\Users\User\ptm-4\dataset\bad_0232.txt ..\dataset\bad_0232.txt bad
C:\Users\User\ptm-4\dataset\bad_0233.txt ..\dataset\bad_0233.txt bad
C:\Users\User\ptm-4\dataset\bad_0234.txt ..\dataset\bad_0234.txt bad
C:\Users\User\ptm-4\dataset\bad_0235.txt ..\dataset\bad_0235.txt bad
C:\Users\User\ptm-4\dataset\bad_0236.txt ..\dataset\bad_0236.txt bad
C:\Users\User\ptm-4\dataset\bad_0237.txt ..\dataset\bad_0237.txt bad
C:\Users\User\ptm-4\dataset\bad_0238.txt ..\dataset\bad_0238.txt bad
C:\Users\User\ptm-4\dataset\bad_0239.txt ..\dataset\bad_0239.txt bad
C:\Users\User\ptm-4\dataset\bad_0240.txt ..\dataset\bad_0240.txt bad
C:\Users\User\ptm-4\dataset\bad_0241.txt ..\dataset\bad_0241.txt bad
C:\Users\User\ptm-4\dataset\bad_0242.txt ..\dataset\bad_0242.txt bad
C:\Users\User\ptm-4\dataset\bad_0243.txt ..\dataset\bad_0243.txt bad
C:\Users\User\ptm-4\dataset\bad_0244.txt ..\dataset\bad_0244.txt bad
C:\Users\User\ptm-4\dataset\bad_0245.txt ..\dataset\bad_0245.txt bad
C:\Users\User\ptm-4\dataset\bad_0246.txt ..\dataset\bad_0246.txt bad
C:\Users\User\ptm-4\dataset\bad_0247.txt ..\dataset\bad_0247.txt bad
C:\Users\User\ptm-4\dataset\bad_0248.txt ..\dataset\bad_0248.txt bad
C:\Users\User\ptm-4\dataset\bad_0249.txt ..\dataset\bad_0249.txt bad
C:\Users\User\ptm-4\dataset\bad_0250.txt ..\dataset\bad_0250.txt bad
C:\Users\User\ptm-4\dataset\bad_0251.txt ..\dataset\bad_0251.txt bad
C:\Users\User\ptm-4\dataset\bad_0252.txt ..\dataset\bad_0252.txt bad
C:\Users\User\ptm-4\dataset\bad_0253.txt ..\dataset\bad_0253.txt bad
C:\Users\User\ptm-4\dataset\bad_0254.txt ..\dataset\bad_0254.txt bad
C:\Users\User\ptm-4\dataset\bad_0255.txt ..\dataset\bad_0255.txt bad
C:\Users\User\ptm-4\dataset\bad_0256.txt ..\dataset\bad_0256.txt bad
C:\Users\User\ptm-4\dataset\bad_0257.txt ..\dataset\bad_0257.txt bad
C:\Users\User\ptm-4\dataset\bad_0258.txt ..\dataset\bad_0258.txt bad
C:\Users\User\ptm-4\dataset\bad_0259.txt ..\dataset\bad_0259.txt bad
C:\Users\User\ptm-4\dataset\bad_0260.txt ..\dataset\bad_0260.txt bad
C:\Users\User\ptm-4\dataset\bad_0261.txt ..\dataset\bad_0261.txt bad
C:\Users\User\ptm-4\dataset\bad_0262.txt ..\dataset\bad_0262.txt bad
C:\Users\User\ptm-4\dataset\bad_0263.txt ..\dataset\bad_0263.txt bad
C:\Users\User\ptm-4\dataset\bad_0264.txt ..\dataset\bad_0264.txt bad
C:\Users\User\ptm-4\dataset\bad_0265.txt ..\dataset\bad_0265.txt bad
C:\Users\User\ptm-4\dataset\bad_0266.txt ..\dataset\bad_0266.txt bad
C:\Users\User\ptm-4\dataset\bad_0267.txt ..\dataset\bad_0267.txt bad
C:\Users\User\ptm-4\dataset\bad_0268.txt ..\dataset\bad_0268.txt bad
C:\Users\User\ptm-4\dataset\bad_0269.txt ..\dataset\bad_0269.txt bad
C:\Users\User\ptm-4\dataset\bad_0270.txt ..\dataset\bad_0270.txt bad
C:\Users\User\ptm-4\dataset\bad_0271.txt ..\dataset\bad_0271.txt bad
C:\Users\User\ptm-4\dataset\bad_0272.txt ..\dataset\bad_0272.txt bad
C:\Users\User\ptm-4\dataset\bad_0273.txt ..\dataset\bad_0273.txt bad
C:\Users\User\ptm-4\dataset\bad_0274.txt ..\dataset\bad_0274.txt bad
C:\Users\User\ptm-4\dataset\bad_0275.txt ..\dataset\bad_0275.txt bad
C:\Users\User\ptm-4\dataset\bad_0276.txt ..\dataset\bad_0276.txt bad
C:\Users\User\ptm-4\dataset\bad_0277.txt ..\dataset\bad_0277.txt bad
C:\Users\User\ptm-4\dataset\bad_0278.txt ..\dataset\bad_0278.txt bad
C:\Users\User\ptm-4\dataset\bad_0279.txt ..\dataset\bad_0279.txt bad
C:\Users\User\ptm-4\dataset\bad_0280.txt ..\dataset\bad_0280.txt bad
C:\Users\User\ptm-4\dataset\bad_0281.txt ..\dataset\bad_0281.txt bad
C:\Users\User\ptm-4\dataset\bad_0282.txt ..\dataset\bad_0282.txt bad
C:\Users\User\ptm-4\dataset\bad_0283.txt ..\dataset\bad_0283.txt bad
C:\Users\User\ptm-4\dataset\bad_0284.txt ..\dataset\bad_0284.txt bad
C:\Users\User\ptm-4\dataset\bad_0285.txt ..\dataset\bad_0285.txt bad
C:\Users\User\ptm-4\dataset\bad_0286.txt ..\dataset\bad_0286.txt bad
C:\Users\User\ptm-4\dataset\bad_0287.txt ..\dataset\bad_0287.txt bad
C:\Users\User\ptm-4\dataset\bad_0288.txt ..\dataset\bad_0288.txt bad
C:\Users\User\ptm-4\dataset\bad_0289.txt ..\dataset\bad_0289.txt bad
C:\Users\User\ptm-4\dataset\bad_0290.txt ..\dataset\bad_0290.txt bad
C:\Users\User\ptm-4\dataset\bad_0291.txt ..\dataset\bad_0291.txt bad
C:\Users\User\ptm-4\dataset\bad_0292.txt ..\dataset\bad_0292.txt bad
C:\Users\User\ptm-4\dataset\bad_0293.txt ..\dataset\bad_0293.txt bad
C:\Users\User\ptm-4\dataset\bad_0294.txt ..\dataset\bad_0294.txt bad
C:\Users\User\ptm-4\dataset\bad_0295.txt ..\dataset\bad_0295.txt bad
C:\Users\User\ptm-4\dataset\bad_0296.txt ..\dataset\bad_0296.txt bad
C:\Users\User\ptm-4\dataset\bad_0297.txt ..\dataset\bad_0297.txt bad
C:\Users\User\ptm-4\dataset\bad_0298.txt ..\dataset\bad_0298.txt bad
C:\Users\User\ptm-4\dataset\bad_0299.txt ..\dataset\bad_0299.txt bad
C:\Users\User\ptm-4\dataset\bad_0300.txt ..\dataset\bad_0300.txt bad
C:\Users\User\ptm-4\dataset\bad_0301.txt ..\dataset\bad_0301.txt bad
C:\Users\User\ptm-4\dataset\bad_0302.txt ..\dataset\bad_0302.txt bad
C:\Users\User\ptm-4\dataset\bad_0303.txt ..\dataset\bad_0303.txt bad
C:\Users\User\ptm-4\dataset\bad_0304.txt ..\dataset\bad_0304.txt bad
C:\Users\User\ptm-4\dataset\bad_0305.txt ..\dataset\bad_0305.txt bad
C:\Users\User\ptm-4\dataset\bad_0306.txt ..\dataset\bad_0306.txt bad
C:\Users\User\ptm-4\dataset\bad_0307.txt ..\dataset\bad_0307.txt bad
C:\Users\User\ptm-4\dataset\bad_0308.txt ..\dataset\bad_0308.txt bad
C:\Users\User\ptm-4\dataset\bad_0309.txt ..\dataset\bad_0309.txt bad
C:\Users\User\ptm-4\dataset\bad_0310.txt ..\dataset\bad_0310.txt bad
C:\Users\User\ptm-4\dataset\bad_0311.txt ..\dataset\bad_0311.txt bad
C:\Users\User\ptm-4\dataset\bad_0312.txt ..\dataset\bad_0312.txt bad
C:\Users\User\ptm-4\dataset\bad_0313.txt ..\dataset\bad_0313.txt bad
C:\Users\User\ptm-4\dataset\bad_0314.txt ..\dataset\bad_0314.txt bad
C:\Users\User\ptm-4\dataset\bad_0315.txt ..\dataset\bad_0315.txt bad
C:\Users\User\ptm-4\dataset\bad_0316.txt ..\dataset\bad_0316.txt bad
